0.000;0.472;N
0.472;0.656;N
1.128;0.688;N
1.816;0.648;N
2.464;0.664;N
3.128;0.832;N
3.960;0.728;N
4.688;0.688;N
5.376;0.696;N
6.072;0.632;N
6.704;0.784;N
7.488;0.600;N
8.088;0.600;N
8.688;0.728;N
9.416;0.624;N
10.040;0.648;N
10.688;0.832;N
11.520;0.576;N
12.096;0.624;N
12.720;0.648;N
13.368;0.608;N
13.976;0.592;N
14.568;0.720;N
15.288;0.624;N
15.912;0.608;N
16.520;0.632;N
17.152;0.592;N
17.744;0.600;N
18.344;0.680;N
19.024;0.856;N
19.880;0.696;N
20.576;0.752;N
21.328;0.776;N
22.104;0.560;N
22.664;0.720;N
23.384;0.632;N
24.016;0.688;N
24.704;0.688;N
25.392;0.736;N
26.128;0.664;N
26.792;0.760;N
27.552;0.648;N
28.200;0.632;N
28.832;0.648;N
29.480;0.608;N
30.088;0.784;N
30.872;0.688;N
31.560;0.680;N
32.240;0.728;N
32.968;0.728;N
33.696;0.608;N
34.304;0.672;N
34.976;0.640;N
35.616;0.736;N
36.352;0.664;N
37.016;0.672;N
37.688;0.624;N
38.312;0.672;N
38.984;0.760;N
39.744;0.872;N
40.616;0.696;N
41.312;0.728;N
42.040;0.688;N
42.728;0.704;N
43.432;0.568;N
44.000;0.800;N
44.800;0.592;N
45.392;0.648;N
46.040;0.624;N
46.664;0.552;N
47.216;0.672;N
47.888;0.592;N
48.480;0.688;N
49.168;0.608;N
49.776;0.704;N
50.480;0.776;N
51.256;0.560;N
51.816;0.800;N
52.616;0.560;N
53.176;0.592;N
53.768;0.688;N
54.456;0.680;N
55.136;0.688;N
55.824;0.608;N
56.432;0.768;N
57.200;0.632;N
57.832;0.664;N
58.496;0.600;N
59.096;0.648;N
59.744;0.600;N
60.344;0.680;N
61.024;0.576;N
61.600;0.656;N
62.256;0.712;N
62.968;0.640;N
63.608;0.656;N
64.264;0.672;N
64.936;0.664;N
65.600;0.560;N
66.160;0.568;N
66.728;0.720;N
67.448;0.584;N
68.032;0.648;N
68.680;0.680;N
69.360;0.600;N
69.960;0.664;N
70.624;0.688;N
71.312;0.608;N
71.920;0.648;N
72.568;0.592;N
73.160;0.696;N
73.856;0.680;N
74.536;0.592;N
75.128;0.776;N
75.904;0.648;N
76.552;0.640;N
77.192;0.720;N
77.912;0.600;N
78.512;0.592;N
79.104;0.688;N
79.792;0.744;N
80.536;0.664;N
81.200;0.632;N
81.832;0.592;N
82.424;0.640;N
83.064;0.784;N
83.848;0.736;N
84.584;0.688;N
85.272;0.736;N
86.008;0.568;N
86.576;0.528;N
87.104;0.592;N
87.696;0.624;N
88.320;0.720;N
89.040;0.640;N
89.680;0.616;N
90.296;0.696;N
90.992;0.864;N
91.856;0.576;N
92.432;0.624;N
93.056;0.560;N
93.616;0.592;N
94.208;0.544;N
94.752;0.640;N
95.392;0.584;N
95.976;0.728;N
96.704;0.656;N
97.360;0.648;N
98.008;0.656;N
98.664;0.688;N
99.352;0.672;N
100.024;0.632;N
100.656;0.696;N
101.352;0.704;N
102.056;0.520;N
102.576;0.512;N
103.088;0.680;N
103.768;0.696;N
104.464;0.640;N
105.104;0.752;N
105.856;0.736;N
106.592;0.712;N
107.304;0.736;N
108.040;0.680;N
108.720;0.744;N
109.464;0.648;N
110.112;0.704;N
110.816;0.728;N
111.544;0.688;N
112.232;0.632;N
112.864;0.640;N
113.504;0.736;N
114.240;0.624;N
114.864;0.696;N
115.560;0.672;N
116.232;0.592;N
116.824;0.656;N
117.480;0.664;N
118.144;0.680;N
118.824;0.696;N
119.520;0.656;N
120.176;0.656;N
120.832;0.624;N
121.456;0.576;N
122.032;0.784;N
122.816;0.616;N
123.432;0.560;N
123.992;0.552;N
124.544;0.720;N
125.264;0.824;N
126.088;0.712;N
126.800;0.680;N
127.480;0.632;N
128.112;0.736;N
128.848;0.704;N
129.552;0.648;N
130.200;0.744;N
130.944;0.640;N
131.584;0.728;N
132.312;0.632;N
132.944;0.760;N
133.704;0.920;N
134.624;0.624;N
135.248;0.848;N
136.096;0.944;N
137.040;0.648;N
137.688;0.760;N
138.448;0.568;N
139.016;0.728;N
139.744;0.672;N
140.416;0.776;N
141.192;0.688;N
141.880;0.776;N
142.656;0.672;N
143.328;0.712;N
144.040;0.664;N
144.704;0.744;N
145.448;0.624;N
146.072;0.688;N
146.760;0.712;N
147.472;0.648;N
148.120;0.664;N
148.784;0.744;N
149.528;0.576;N
150.104;0.584;N
150.688;0.656;N
151.344;0.640;N
151.984;0.632;N
152.616;0.712;N
153.328;0.624;N
153.952;0.728;N
154.680;0.616;N
155.296;0.672;N
155.968;0.672;N
156.640;0.640;N
157.280;0.640;N
157.920;0.640;N
158.560;0.544;N
159.104;0.624;N
159.728;0.664;N
160.392;0.632;N
161.024;0.592;N
161.616;0.784;N
162.400;0.712;N
163.112;0.736;N
163.848;0.600;N
164.448;0.544;N
164.992;0.488;N
165.480;0.504;N
165.984;0.640;N
166.624;0.640;N
167.264;0.808;N
168.072;0.520;N
168.592;0.592;N
169.184;0.664;N
169.848;0.688;N
170.536;0.736;N
171.272;0.760;N
172.032;0.696;N
172.728;0.584;N
173.312;0.896;N
174.208;0.680;N
174.888;0.640;N
175.528;0.656;N
176.184;0.816;N
177.000;0.664;N
177.664;0.760;N
178.424;0.632;N
179.056;0.744;N
