0.000;0.248;N
0.248;0.224;N
0.472;0.224;N
0.696;0.224;N
0.920;0.224;N
1.144;0.224;N
1.368;0.224;N
1.592;0.224;N
1.816;0.224;N
2.040;0.224;N
2.264;0.224;N
2.488;0.224;N
2.712;0.256;N
2.968;0.224;N
3.192;0.224;N
3.416;0.224;N
3.640;0.224;N
3.864;0.224;N
4.088;0.224;N
4.312;0.224;N
4.536;0.224;N
4.760;0.224;N
4.984;0.224;N
5.208;0.224;N
5.432;0.224;N
5.656;0.416;N
6.072;0.224;N
6.296;0.224;N
6.520;0.224;N
6.744;0.224;N
6.968;0.224;N
7.192;0.224;N
7.416;0.224;N
7.640;0.224;N
7.864;0.224;N
8.088;0.224;N
8.312;0.224;N
8.536;0.224;N
8.760;0.256;N
9.016;0.224;N
9.240;0.224;N
9.464;0.224;N
9.688;0.224;N
9.912;0.224;N
10.136;0.224;N
10.360;0.224;N
10.584;0.224;N
10.808;0.224;N
11.032;0.224;N
11.256;0.224;N
11.480;0.224;N
11.704;0.224;N
11.928;0.224;N
12.152;0.224;N
12.376;0.224;N
12.600;0.224;N
12.824;0.224;N
13.048;0.224;N
13.272;0.224;N
13.496;0.224;N
13.720;0.224;N
13.944;0.224;N
14.168;0.224;N
14.392;0.224;N
14.616;0.224;N
14.840;0.224;N
15.064;0.224;N
15.288;0.224;N
15.512;0.224;N
15.736;0.224;N
15.960;0.224;N
16.184;0.224;N
16.408;0.224;N
16.632;0.224;N
16.856;0.224;N
17.080;0.224;N
17.304;0.224;N
17.528;0.224;N
17.752;0.256;N
18.008;0.224;N
18.232;0.224;N
18.456;0.224;N
18.680;0.224;N
18.904;0.224;N
19.128;0.224;N
19.352;0.224;N
19.576;0.224;N
19.800;0.224;N
20.024;0.224;N
20.248;0.224;N
20.472;0.224;N
20.696;0.416;N
21.112;0.224;N
21.336;0.224;N
21.560;0.224;N
21.784;0.224;N
22.008;0.224;N
22.232;0.224;N
22.456;0.224;N
22.680;0.224;N
22.904;0.224;N
23.128;0.224;N
23.352;0.224;N
23.576;0.224;N
23.800;0.224;N
24.024;0.256;N
24.280;0.224;N
24.504;0.224;N
24.728;0.224;N
24.952;0.224;N
25.176;0.224;N
25.400;0.224;N
25.624;0.224;N
25.848;0.224;N
26.072;0.224;N
26.296;0.224;N
26.520;0.224;N
26.744;0.224;N
26.968;0.224;N
27.192;0.224;N
27.416;0.224;N
27.640;0.224;N
27.864;0.224;N
28.088;0.224;N
28.312;0.224;N
28.536;0.224;N
28.760;0.224;N
28.984;0.224;N
29.208;0.224;N
29.432;0.224;N
29.656;0.416;N
30.072;0.224;N
30.296;0.224;N
30.520;0.224;N
30.744;0.224;N
30.968;0.224;N
31.192;0.224;N
31.416;0.224;N
31.640;0.224;N
31.864;0.224;N
32.088;0.224;N
32.312;0.224;N
32.536;0.224;N
32.760;0.256;N
33.016;0.224;N
33.240;0.224;N
33.464;0.224;N
33.688;0.224;N
33.912;0.224;N
34.136;0.224;N
34.360;0.224;N
34.584;0.224;N
34.808;0.224;N
35.032;0.224;N
35.256;0.224;N
35.480;0.224;N
35.704;0.224;N
35.928;0.224;N
36.152;0.224;N
36.376;0.224;N
36.600;0.224;N
36.824;0.352;N
37.176;0.224;N
37.400;0.224;N
37.624;0.224;N
37.848;0.264;N
38.112;0.224;N
38.336;0.224;N
38.560;0.224;N
38.784;0.328;N
39.112;0.224;N
39.336;0.224;N
39.560;0.224;N
39.784;0.328;N
40.112;0.224;N
40.336;0.224;N
40.560;0.224;N
40.784;0.328;N
41.112;0.224;N
41.336;0.224;N
41.560;0.224;N
41.784;0.272;N
42.056;0.216;N
42.272;0.224;N
42.496;0.224;N
42.720;0.224;N
42.944;0.216;N
43.160;0.328;N
43.488;0.216;N
43.704;0.424;N
44.128;0.224;N
44.352;0.064;N
44.416;0.648;N
45.064;0.680;N
45.744;0.680;N
46.424;0.688;N
47.112;0.688;N
47.800;0.680;N
48.480;0.680;N
49.160;0.688;N
49.848;0.680;N
50.528;0.688;N
51.216;0.680;N
51.896;0.688;N
52.584;0.688;N
53.272;0.688;N
53.960;0.680;N
54.640;0.688;N
55.328;0.688;N
56.016;0.680;N
56.696;0.688;N
57.384;0.680;N
58.064;0.680;N
58.744;0.680;N
59.424;0.680;N
60.104;0.672;N
60.776;0.680;N
61.456;0.680;N
62.136;0.680;N
62.816;0.672;N
63.488;0.672;N
64.160;0.672;N
64.832;0.672;N
65.504;0.672;N
66.176;0.680;N
66.856;0.680;N
67.536;0.672;N
68.208;0.672;N
68.880;0.456;N
69.336;0.032;N
69.368;6.264;N
75.632;0.680;N
76.312;0.672;N
76.984;0.680;N
77.664;0.688;N
78.352;0.680;N
79.032;0.680;N
79.712;0.680;N
80.392;0.680;N
81.072;0.680;N
81.752;0.680;N
82.432;0.680;N
83.112;0.600;N
83.712;0.760;N
84.472;0.696;N
85.168;0.680;N
85.848;0.576;N
86.424;0.776;N
87.200;0.688;N
87.888;0.688;N
88.576;0.560;N
89.136;0.784;N
89.920;0.704;N
90.624;0.688;N
91.312;0.688;N
92.000;0.688;N
92.688;0.688;N
93.376;0.688;N
94.064;0.688;N
94.752;0.696;N
95.448;0.696;N
96.144;0.696;N
96.840;0.696;N
97.536;0.696;N
98.232;0.688;N
98.920;0.696;N
99.616;0.696;N
100.312;0.696;N
101.008;0.704;N
101.712;0.696;N
102.408;0.704;N
103.112;0.696;N
103.808;0.696;N
104.504;0.704;N
105.208;0.696;N
105.904;0.696;N
106.600;0.704;N
107.304;0.704;N
108.008;0.696;N
108.704;0.704;N
109.408;0.696;N
110.104;0.704;N
110.808;0.696;N
111.504;0.704;N
112.208;0.696;N
112.904;0.712;N
113.616;0.704;N
114.320;0.704;N
115.024;0.696;N
115.720;0.704;N
116.424;0.704;N
117.128;0.712;N
117.840;0.704;N
118.544;0.712;N
119.256;0.704;N
119.960;0.704;N
120.664;0.712;N
121.376;0.704;N
122.080;0.704;N
122.784;0.712;N
123.496;0.704;N
124.200;0.712;N
124.912;0.712;N
125.624;0.712;N
126.336;0.704;N
127.040;0.712;N
127.752;0.704;N
128.456;0.712;N
129.168;0.704;N
129.872;0.720;N
130.592;0.704;N
131.296;0.712;N
132.008;0.712;N
132.720;0.704;N
133.424;0.712;N
134.136;0.704;N
134.840;0.712;N
135.552;0.712;N
136.264;0.712;N
136.976;0.704;N
137.680;0.712;N
138.392;0.704;N
139.096;0.712;N
139.808;0.704;N
140.512;0.712;N
141.224;0.712;N
141.936;0.704;N
142.640;0.704;N
143.344;0.712;N
144.056;0.704;N
144.760;0.704;N
145.464;0.704;N
146.168;0.704;N
146.872;0.704;N
147.576;0.704;N
148.280;0.704;N
148.984;0.704;N
149.688;0.704;N
150.392;0.696;N
151.088;0.704;N
151.792;0.704;N
152.496;0.704;N
153.200;0.704;N
153.904;0.696;N
154.600;0.696;N
155.296;0.704;N
156.000;0.696;N
156.696;0.696;N
157.392;0.696;N
158.088;0.704;N
158.792;0.688;N
159.480;0.696;N
160.176;0.696;N
160.872;0.696;N
161.568;0.688;N
162.256;0.696;N
162.952;0.696;N
163.648;0.704;N
164.352;0.688;N
165.040;0.696;N
165.736;0.696;N
166.432;0.688;N
167.120;0.696;N
167.816;0.688;N
168.504;0.696;N
169.200;0.696;N
169.896;0.696;N
170.592;0.688;N
171.280;0.696;N
171.976;0.688;N
172.664;0.696;N
173.360;0.688;N
174.048;0.704;N
174.752;0.696;N
175.448;0.696;N
176.144;0.696;N
176.840;0.688;N
177.528;0.696;N
178.224;0.696;N
178.920;0.696;N
179.616;0.696;N
180.312;0.704;N
181.016;0.696;N
181.712;0.696;N
182.408;0.696;N
183.104;0.696;N
183.800;0.696;N
184.496;0.696;N
185.192;0.704;N
185.896;0.696;N
186.592;0.704;N
187.296;0.696;N
187.992;0.704;N
188.696;0.696;N
189.392;0.696;N
190.088;0.696;N
190.784;0.696;N
191.480;0.704;N
192.184;0.704;N
192.888;0.696;N
193.584;0.696;N
194.280;0.704;N
194.984;0.696;N
195.680;0.696;N
196.376;0.704;N
197.080;0.704;N
197.784;0.704;N
198.488;0.704;N
199.192;0.704;N
199.896;0.696;N
200.592;0.704;N
201.296;0.704;N
202.000;0.704;N
202.704;0.704;N
203.408;0.712;N
204.120;0.704;N
204.824;0.712;N
205.536;0.704;N
206.240;0.712;N
206.952;0.704;N
207.656;0.712;N
208.368;0.704;N
209.072;0.720;N
209.792;0.712;N
210.504;0.712;N
211.216;0.712;N
211.928;0.712;N
212.640;0.712;N
213.352;0.712;N
214.064;0.712;N
214.776;0.720;N
215.496;0.712;N
216.208;0.712;N
216.920;0.712;N
217.632;0.712;N
218.344;0.704;N
219.048;0.704;N
219.752;0.712;N
220.464;0.712;N
221.176;0.704;N
221.880;0.704;N
222.584;0.704;N
223.288;0.696;N
223.984;0.704;N
224.688;0.704;N
225.392;0.704;N
226.096;0.704;N
226.800;0.704;N
227.504;0.696;N
228.200;0.704;N
228.904;0.696;N
229.600;0.704;N
230.304;0.704;N
231.008;0.704;N
231.712;0.704;N
232.416;0.704;N
233.120;0.696;N
233.816;0.704;N
234.520;0.704;N
235.224;0.696;N
235.920;0.696;N
236.616;0.704;N
237.320;0.704;N
238.024;0.704;N
238.728;0.704;N
239.432;0.696;N
240.128;0.704;N
240.832;0.696;N
241.528;0.704;N
242.232;0.704;N
242.936;0.704;N
243.640;0.704;N
244.344;0.704;N
245.048;0.704;N
245.752;0.704;N
246.456;0.704;N
247.160;0.704;N
247.864;0.704;N
248.568;0.704;N
249.272;0.712;N
249.984;0.704;N
250.688;0.712;N
251.400;0.704;N
252.104;0.704;N
252.808;0.704;N
253.512;0.704;N
254.216;0.712;N
254.928;0.712;N
255.640;0.704;N
256.344;0.712;N
257.056;0.704;N
257.760;0.712;N
258.472;0.704;N
259.176;0.712;N
259.888;0.712;N
260.600;0.712;N
261.312;0.704;N
262.016;0.712;N
262.728;0.704;N
263.432;0.704;N
264.136;0.696;N
264.832;0.704;N
265.536;0.704;N
266.240;0.712;N
266.952;0.696;N
267.648;0.704;N
268.352;0.704;N
269.056;0.696;N
269.752;0.704;N
270.456;0.696;N
271.152;0.704;N
271.856;0.712;N
272.568;0.712;N
273.280;0.704;N
273.984;0.704;N
274.688;0.704;N
275.392;0.704;N
276.096;0.704;N
276.800;0.704;N
277.504;0.712;N
278.216;0.704;N
278.920;0.704;N
279.624;0.704;N
280.328;0.704;N
281.032;0.704;N
281.736;0.696;N
282.432;0.696;N
283.128;0.704;N
283.832;0.704;N
284.536;0.704;N
285.240;0.696;N
285.936;0.696;N
286.632;0.688;N
287.320;0.696;N
288.016;0.696;N
288.712;0.688;N
289.400;0.696;N
290.096;0.696;N
290.792;0.688;N
291.480;0.688;N
292.168;0.688;N
292.856;0.680;N
293.536;0.688;N
294.224;0.680;N
294.904;0.688;N
295.592;0.688;N
296.280;0.680;N
296.960;0.680;N
297.640;0.672;N
298.312;0.680;N
298.992;0.672;N
299.664;0.672;N
