59.520;0.600;N
60.120;0.608;N
60.728;0.600;N
61.328;0.600;N
61.928;0.616;N
62.544;0.656;N
63.200;0.544;N
63.744;0.608;N
64.352;0.608;N
64.960;0.608;N
65.568;0.608;N
66.176;0.616;N
66.792;1.160;N
67.952;0.696;N
68.648;1.088;N
69.736;1.864;N
71.600;0.600;N
72.200;0.608;N
72.808;0.600;N
73.408;0.592;N
74.000;0.592;N
74.592;1.192;N
75.784;0.608;N
76.392;1.208;N
77.600;0.608;N
78.208;0.608;N
78.816;0.608;N
79.424;1.216;N
80.640;0.600;N
81.240;0.616;N
81.856;0.600;N
82.456;0.608;N
83.064;0.608;N
83.672;0.608;N
84.280;0.608;N
84.888;0.616;N
85.504;0.616;N
86.120;0.616;N
86.736;0.544;N
87.280;0.704;N
87.984;0.568;N
88.552;0.640;N
89.192;0.608;N
89.800;0.608;N
90.408;0.600;N
91.008;0.608;N
91.616;0.600;N
92.216;0.608;N
92.824;0.608;N
93.432;0.600;N
94.032;0.608;N
94.640;0.600;N
95.240;0.608;N
95.848;0.600;N
96.448;0.608;N
97.056;0.600;N
97.656;0.600;N
98.256;0.600;N
98.856;0.592;N
99.448;0.600;N
100.048;0.608;N
100.656;0.616;N
101.272;0.624;N
101.896;0.632;N
102.528;0.632;N
103.160;0.640;N
103.800;0.640;N
104.440;0.640;N
105.080;0.632;N
105.712;0.632;N
106.344;0.624;N
106.968;0.624;N
107.592;0.616;N
108.208;0.608;N
108.816;0.608;N
109.424;0.608;N
110.032;0.600;N
110.632;0.616;N
111.248;0.592;N
111.840;0.600;N
112.440;0.600;N
113.040;0.608;N
113.648;0.608;N
114.256;0.608;N
114.864;0.624;N
115.488;0.616;N
116.104;0.616;N
116.720;0.624;N
117.344;0.624;N
117.968;0.624;N
118.592;0.616;N
119.208;0.624;N
119.832;0.616;N
120.448;0.608;N
121.056;0.608;N
121.664;0.608;N
122.272;0.600;N
122.872;0.608;N
123.480;0.600;N
124.080;0.616;N
124.696;0.616;N
125.312;0.632;N
125.944;0.640;N
126.584;0.640;N
127.224;0.648;N
127.872;0.624;N
128.496;0.648;N
129.144;0.632;N
129.776;0.632;N
130.408;0.632;N
131.040;0.624;N
131.664;0.616;N
132.280;0.624;N
132.904;0.616;N
133.520;0.616;N
134.136;0.616;N
134.752;0.616;N
135.368;0.616;N
135.984;0.624;N
136.608;0.624;N
137.232;0.624;N
137.856;0.616;N
138.472;0.624;N
139.096;0.616;N
139.712;0.616;N
140.328;0.616;N
140.944;0.624;N
141.568;0.616;N
142.184;0.616;N
142.800;0.624;N
143.424;0.616;N
144.040;0.632;N
144.672;0.616;N
145.288;0.624;N
145.912;0.616;N
146.528;0.624;N
147.152;0.624;N
147.776;0.616;N
148.392;0.616;N
149.008;0.616;N
149.624;0.616;N
150.240;0.616;N
150.856;0.616;N
151.472;0.616;N
152.088;0.608;N
152.696;0.616;N
153.312;0.616;N
153.928;0.600;N
154.528;0.608;N
155.136;0.608;N
155.744;0.608;N
156.352;0.608;N
156.960;0.616;N
157.576;0.624;N
158.200;0.616;N
158.816;0.624;N
159.440;0.616;N
160.056;0.624;N
160.680;0.608;N
161.288;0.624;N
161.912;0.600;N
162.512;0.608;N
163.120;0.616;N
163.736;0.600;N
164.336;0.608;N
164.944;0.592;N
165.536;0.608;N
166.144;0.592;N
166.736;0.600;N
167.336;0.600;N
167.936;0.600;N
168.536;0.608;N
169.144;0.592;N
169.736;0.592;N
170.328;0.592;N
170.920;0.592;N
171.512;0.592;N
172.104;0.600;N
172.704;0.584;N
173.288;0.584;N
173.872;0.584;N
174.456;0.592;N
175.048;0.584;N
175.632;0.584;N
176.216;0.584;N
176.800;0.592;N
177.392;0.592;N
177.984;0.584;N
178.568;0.592;N
179.160;0.600;N
179.760;0.600;N
180.360;0.600;N
180.960;0.608;N
181.568;0.608;N
182.176;0.608;N
182.784;0.600;N
183.384;0.600;N
183.984;0.608;N
184.592;0.608;N
185.200;0.600;N
185.800;0.616;N
186.416;0.608;N
187.024;0.616;N
187.640;0.624;N
188.264;0.624;N
188.888;0.624;N
189.512;0.624;N
190.136;0.624;N
190.760;0.616;N
191.376;0.616;N
191.992;0.608;N
192.600;0.616;N
193.216;0.616;N
193.832;0.624;N
194.456;0.632;N
195.088;0.632;N
195.720;0.624;N
196.344;0.632;N
196.976;0.624;N
197.600;0.632;N
198.232;0.376;N
198.608;0.896;N
199.504;0.624;N
200.128;0.616;N
200.744;0.616;N
201.360;0.616;N
201.976;0.616;N
202.592;0.616;N
203.208;0.616;N
203.824;0.616;N
204.440;0.632;N
