sd1;sd2;ratio_sd2_sd1
183.07844803590314;172.89109017897246;0.9443552315074637
32.32461973358968;183.0107857986787;5.661653170462686
25.792096411881296;44.91543358274521;1.7414417527554924
258.1901387415325;280.82420513621304;1.0876643333668872
7.462904870925789;9.968931148360262;1.3357976981855317
15.651065324371096;11.68628770338046;0.746676821109623
231.49469542048362;146.2092946572457;0.6315880992075142
110.43739694913245;287.0872246556111;2.599547187696245
170.86256021230815;161.39046992218718;0.9445631021895536
59.95582000621379;84.956494534823;1.4169849486841835
119.9088798363221;274.78886501822535;2.291647335821312
411.1293636707507;371.7699085549002;0.9042650353055999
81.69867351206545;46.01012453930679;0.563168562736969
1768.7666932060133;1683.2043987572852;0.9516260144555071
26.65698169719346;41.55811965059996;1.558995692861032
17.461382727034398;50.93863988217708;2.9172168480856833
45.89552303972774;45.22944011767643;0.9854869739369843
23.109955627387865;30.72232792366912;1.3293979624634047
2892.72513700828;3240.193521367817;1.1201180091098792
197.01526260325653;249.93662284412494;1.2686155353732156
109.3372598852615;108.26893111568255;0.9902290511880392
443.910631590706;537.0250883694825;1.2097594654246304
23.399423482018804;18.07055043002563;0.7722647715620803
105.75383347021186;115.6827127689865;1.0938867081501245
94.98803969050486;87.28883782120701;0.9189455652060637
449.92443121667924;468.74986017642334;1.041841313015247
17.913967137600082;64.2190102368644;3.584856985813795
26.525140762214257;38.26222435359102;1.4424890218903774
89.22908805114353;145.53794909754092;1.6310594703615346
168.03191505936206;136.25383992506116;0.8108807179691168
43.42765245477156;26.308644742207605;0.605803980991309
107.62518430822011;115.04414126822178;1.0689332799538354
3675.9210249499306;3667.259191602798;0.9976436290963976
144.39919492740142;142.3736809047837;0.9859728163745228
26.661930762390732;61.70865230972146;2.31448550593221
131.88354312726787;140.92533127209802;1.0685588810432913
63.841295066053874;147.5799175016939;2.3116686049209876
263.37995562922976;287.24776704876115;1.0906212143688376
62.59629821292683;62.56995036064488;0.9995790829005203
97.67396623426089;108.82946151771539;1.114211552100784
21.15620794830144;41.622616214739224;1.9673949280726826
61.815489134951456;103.1111835605171;1.6680476851911927
28.253194876626154;52.54338231815152;1.8597324142488616
66.16331754885444;109.69707039596761;1.6579741533511863
61.260980879697435;62.288942781032524;1.0167800431297986
81.65138275605823;198.551650291736;2.4316997898851165
145.2887328636883;123.95126585175983;0.8531374966842918
413.09919766745196;436.7248994193644;1.0571913523079057
143.94725673972243;297.00001834114124;2.0632558415347955
232.08679567501486;334.6980264083716;1.442124380385003
